C,accuracy,precision,recall,f1,roc_auc,num_support_vectors,margin
0.1,0.7877927608232789,0.616822429906542,0.5294117647058824,0.5697841726618705,0.8265803818233485,2584,0.8617954848773187
1.0,0.7877927608232789,0.6175548589341693,0.5267379679144385,0.5685425685425686,0.8252266914671008,2569,0.5483121465807183
10.0,0.7863733144073811,0.6130030959752322,0.5294117647058824,0.5681492109038737,0.8237024981270504,2568,0.3440959308652946
